[2025-07-26 18:24:31,593] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2025-07-26 18:24:31,593] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-07-26 18:24:33,613] 25 root - INFO - Enter a data ingestion method or component
[2025-07-26 18:24:33,620] 28 root - INFO - Read the dataset as Dataframe
[2025-07-26 18:24:33,625] 31 root - INFO - Train test split initiated
[2025-07-26 18:24:33,632] 35 root - INFO - Ingestion of data is completed 
[2025-07-26 18:24:33,637] 75 root - INFO - Read train and the test data cpmpletely
[2025-07-26 18:24:33,638] 76 root - INFO - Obtaining the preprocessing object
[2025-07-26 18:24:33,638] 53 root - INFO - Numerical columns standard scaling completed
[2025-07-26 18:24:33,638] 54 root - INFO - Categorical columns encoding completed
[2025-07-26 18:24:33,640] 88 root - INFO - Applying preprocessing object on training dataframe and testing dataframe 
[2025-07-26 18:24:33,658] 96 root - INFO - Saved preprocessing object
[2025-07-26 18:24:33,661] 31 root - INFO - Split training and test input data
[2025-07-26 18:24:34,159] 100 root - INFO - Best found model on both training and testing dataset
